0,-640.219116,608.268005,1611.299561,228.569733,1186.675537,1485.247803,930.748474,558.907593,1597.65918,362.992981,-191.316132,1359.098389,-324.116516,-240.395386,1509.149902
0.01,-642.978455,608.215881,1611.91333,228.519867,1186.386597,1485.325073,930.628479,558.844177,1597.708618,363.030731,-191.447327,1359.074829,-324.011353,-240.01413,1509.341919
0.02,-645.611572,608.28833,1612.64917,228.500763,1186.087036,1485.356567,930.527954,558.83313,1597.814453,362.993774,-191.725143,1359.031738,-323.786285,-239.672943,1509.525879
0.03,-648.072754,608.368408,1613.434814,228.31987,1185.747925,1485.442139,930.361755,558.841553,1597.962036,362.952576,-192.01091,1358.96106,-323.565155,-239.288208,1509.658936
0.04,-650.342224,608.111389,1614.232422,228.127777,1185.452393,1485.477661,930.186584,558.811768,1598.039063,362.891663,-192.180298,1358.861084,-323.266602,-238.795517,1509.801514
0.05,-652.510498,607.894836,1614.97876,227.884872,1185.162354,1485.465332,929.964722,558.847534,1598.097168,362.694458,-192.475403,1358.689331,-322.942535,-238.23143,1509.988403
0.06,-654.321228,607.718079,1615.837769,227.73851,1184.674683,1485.495728,929.736206,558.882019,1598.223022,362.490723,-192.775314,1358.43042,-322.440704,-237.558533,1510.247192
0.07,-656.018311,607.310608,1616.80481,227.662994,1184.233887,1485.413086,929.437439,558.915833,1598.324219,362.244568,-193.048645,1358.245239,-322.072327,-237.057678,1510.438477
0.08,-657.155823,607.107605,1617.632935,227.606415,1183.59729,1485.503174,929.206543,558.94928,1598.449341,362.088013,-193.127838,1358.057251,-321.600494,-236.441391,1510.557617
0.09,-658.221985,606.857971,1618.526489,227.380402,1182.763184,1485.551636,928.971863,558.995911,1598.532471,361.674225,-193.336777,1357.873535,-321.042084,-235.725418,1510.82666
0.1,-658.737183,606.520813,1619.275146,226.993896,1182.013184,1485.5177,928.648376,558.94458,1598.700439,360.96991,-193.387253,1357.580566,-320.634399,-234.998337,1511.051758
0.11,-658.565674,606.181335,1620.446167,226.529526,1180.750488,1485.636841,928.31427,558.897705,1598.819214,360.064453,-193.6241,1357.224121,-320.212952,-234.316025,1511.096558
0.12,-658.228333,605.560303,1621.40625,226.197983,1179.215698,1485.770508,927.932678,558.796631,1598.930664,359.329651,-193.713303,1356.921143,-319.403595,-233.766281,1511.185669
0.13,-657.099731,604.884338,1622.607056,225.452484,1177.482788,1485.862915,927.608887,558.755005,1599.139893,358.460632,-193.89769,1356.660034,-318.596313,-233.190247,1511.458008
0.14,-655.553955,604.012695,1623.877441,224.878937,1175.557983,1485.92334,927.214844,558.777161,1599.305786,357.451782,-194.161591,1356.134644,-317.931793,-232.675964,1511.577637
0.15,-653.211304,603.287415,1624.922485,224.217331,1173.075562,1486.086548,926.816406,558.749451,1599.543823,356.35022,-194.782928,1355.352661,-316.987335,-232.291855,1511.769897
0.16,-650.17926,602.436646,1626.39209,223.609406,1170.710449,1486.460205,926.266663,558.754761,1599.659302,355.737457,-194.809387,1355.061035,-315.935028,-231.77504,1512.036865
0.17,-646.335693,601.827881,1627.710693,223.048309,1168.068726,1486.614624,925.868103,558.707886,1599.878662,354.777527,-194.918579,1354.629395,-314.613586,-231.010117,1512.22876
0.18,-641.590454,601.213501,1629.246582,222.373932,1165.356934,1486.741699,925.224426,558.69043,1600.081055,354.073547,-195.078262,1354.22876,-313.359283,-230.398682,1512.383423
0.19,-636.164917,600.851257,1631.027344,221.787994,1162.512817,1487.200684,924.692383,558.752808,1600.316895,353.112244,-194.959137,1353.856689,-311.820709,-229.787994,1512.658447
0.2,-629.615662,600.456116,1632.883057,221.169022,1159.519043,1487.56189,923.945068,558.756714,1600.53772,352.199493,-194.75032,1353.592407,-310.362427,-228.926651,1512.98999
0.21,-622.55896,600.134949,1634.638916,220.644501,1156.267822,1487.660522,923.364502,558.797668,1600.779663,351.291687,-194.291687,1353.189209,-308.977386,-228.209641,1513.29541
0.22,-615.002991,599.929626,1636.576538,220.438675,1152.737549,1488.174072,922.612854,558.615356,1601.061401,350.348297,-193.748398,1352.999146,-307.404663,-226.937622,1513.494507
0.23,-607.013977,599.909607,1638.415283,220.14566,1148.738647,1489.017456,921.831787,558.579529,1601.342651,349.460968,-193.105957,1352.944092,-306.148346,-225.885818,1513.705078
0.24,-598.513245,599.76532,1639.960205,219.807297,1144.829102,1489.439941,920.976501,558.536926,1601.588379,348.556396,-192.391037,1352.81604,-304.453491,-224.699707,1514.017334
0.25,-589.95929,599.898071,1641.626709,219.481903,1140.577515,1489.885254,920.186462,558.459106,1601.835205,347.857513,-191.404678,1352.50769,-303.481689,-223.042374,1513.833496
0.26,-581.01825,600.223389,1643.045532,218.976578,1136.540161,1490.549438,919.172241,558.40564,1602.162598,347.069366,-190.448624,1352.365234,-301.770874,-221.975006,1514.481079
0.27,-571.918335,600.717102,1644.333862,218.519623,1131.950073,1491.32251,918.006592,558.383606,1602.460205,346.077393,-189.740402,1352.087402,-300.601624,-220.265579,1514.416016
0.28,-562.848999,601.404114,1645.552612,217.981781,1127.631104,1491.690308,916.907532,558.332947,1602.769287,345.398102,-188.431091,1351.788696,-299.116028,-218.74202,1514.729004
0.29,-553.535889,602.334106,1646.641113,217.348099,1122.788208,1492.502319,915.386353,558.374207,1603.176392,344.266693,-187.543335,1351.515747,-297.906952,-216.878235,1514.783936
0.3,-544.096619,603.397644,1647.597168,216.907455,1117.594116,1493.234497,913.975037,558.291443,1603.532715,343.449738,-186.092514,1351.399048,-296.598114,-215.112793,1515.030518
0.31,-534.544678,604.32843,1648.43396,216.440002,1112.095581,1494.205566,912.377075,558.274414,1603.952881,342.28656,-184.892776,1351.027466,-294.937469,-213.44043,1515.124512
0.32,-524.708862,605.187134,1649.120483,215.92337,1106.735474,1495.223389,910.652771,558.057922,1604.38147,341.124268,-183.45137,1350.67041,-293.868866,-211.199829,1515.265747
0.33,-514.994507,605.916504,1649.59436,215.334488,1100.819946,1496.197266,909.084167,557.896973,1604.766724,340.232849,-181.668106,1350.322144,-292.242676,-209.059204,1515.591309
0.34,-505.495941,606.630432,1650.042236,214.636856,1094.780762,1497.053589,907.137024,557.541504,1605.178223,339.083527,-179.583252,1350.233398,-290.716339,-206.749603,1515.758789
0.35,-496.211304,607.435364,1650.310425,213.904083,1088.808472,1498.147827,905.407104,557.380188,1605.610596,338.035889,-177.188416,1350.233521,-288.97287,-204.173584,1515.554565
0.36,-486.678619,608.497864,1650.362305,213.441696,1082.772217,1498.991577,903.470215,557.157166,1606.06311,336.596313,-174.978851,1349.829834,-287.232819,-201.984879,1515.951172
0.37,-477.454742,609.541992,1650.343628,212.868515,1076.145508,1500.067261,901.464417,557.069763,1606.470093,335.017639,-172.65004,1349.43103,-285.391144,-199.452042,1516.230957
0.38,-468.383423,610.156189,1650.28064,211.992569,1069.166382,1500.949585,899.421509,556.952698,1607.002808,333.282043,-170.271393,1349.090088,-283.530975,-196.864349,1516.39856
0.39,-458.844727,610.899658,1650.314087,211.157761,1062.768066,1501.942261,897.299255,556.847229,1607.400024,331.573486,-167.723785,1348.561768,-281.884064,-194.15274,1516.324463
0.4,-449.172363,611.322754,1650.088501,209.887787,1056.063599,1502.540771,895.054199,556.754028,1607.971802,329.702667,-165.12085,1348.116943,-279.967255,-191.853302,1516.557739
0.41,-439.286804,611.614563,1649.755615,208.862457,1049.036621,1503.671387,892.706299,556.60791,1608.485352,328.252716,-161.955948,1347.897095,-278.10907,-189.180923,1516.634033
0.42,-429.397705,611.740723,1649.306641,207.692795,1041.859253,1504.376709,890.239563,556.458374,1608.884399,326.508698,-158.956131,1347.235352,-276.022705,-186.413589,1516.606567
0.43,-419.604004,611.953064,1648.626465,207.25415,1034.700562,1505.445068,888.200562,556.06134,1609.637451,324.505127,-155.325012,1346.977539,-274.092712,-183.879501,1516.888916
0.44,-409.942078,612.259033,1647.656494,206.668015,1027.649902,1506.181885,886.122559,555.645569,1610.171265,322.555878,-151.552612,1346.755615,-272.046387,-181.189636,1516.998779
0.45,-401.013855,612.629578,1646.611938,206.512024,1020.355774,1507.034302,883.830872,555.131226,1610.785034,320.233093,-147.190475,1346.43042,-269.728546,-178.304428,1517.031494
0.46,-392.089569,613.253601,1645.397827,206.467575,1013.351746,1507.680298,881.873291,554.75238,1611.42749,317.651154,-142.386734,1346.251709,-267.303284,-175.498413,1517.294067
0.47,-383.361725,613.992432,1643.858643,205.987183,1006.024048,1508.43396,879.903137,554.308716,1612.022217,314.602234,-137.532547,1346.250366,-264.635986,-172.634659,1517.508789
0.48,-374.664642,614.532593,1642.300781,205.443771,998.533813,1509.047974,877.544373,553.801575,1612.636475,311.511963,-132.218994,1345.971069,-261.851105,-169.72049,1517.662354
